practice,stp,region,interval_start,population,appointments_scheduled,appointments_seen,inc_pt_otitis_media,inc_pt_sinusitis,inc_pt_sore_throat,inc_pt_insect_bites,inc_pt_shingles,inc_pt_impetigo,inc_pt_uuti,inc_pt_all_eligible
571,E54000003,Missing,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
662,E54000001,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
850,E54000084,London,2023-08-01,1,0,0,1,1,1,1,0,1,1,1
776,E54000046,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
301,E54000016,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
390,E54000041,Missing,2023-08-01,1,0,0,1,1,1,1,0,1,1,1
454,E54000057,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
600,E54000031,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
983,E54000024,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
164,E54000088,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
843,E54000010,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
351,E54000001,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
378,E54000055,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
26,E54000095,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
112,E54000024,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
1,E54000022,East,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
597,E54000050,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
737,E54000066,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
975,E54000073,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
857,E54000090,South West,2023-08-01,1,0,0,0,1,1,1,0,1,0,1
192,E54000047,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
797,E54000030,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
99,E54000022,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
258,E54000037,South West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
752,E54000095,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
804,E54000003,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
597,E54000003,East,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
420,E54000005,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
198,E54000071,South West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
250,E54000058,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
856,E54000043,East Midlands,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
261,E54000041,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
76,E54000025,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
123,E54000078,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
449,E54000020,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
541,E54000080,South East,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
299,E54000000,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
891,E54000077,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
56,E54000046,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
505,E54000098,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
449,E54000032,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
21,E54000095,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
870,E54000010,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
303,E54000082,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
185,E54000078,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
208,E54000014,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
660,E54000096,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
843,E54000066,Yorkshire and The Humber,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
273,E54000073,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
556,E54000002,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
2,E54000036,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
977,E54000064,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
927,E54000086,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
81,E54000046,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
596,E54000057,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
195,E54000035,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
48,E54000049,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
797,E54000079,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
167,E54000007,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
887,E54000030,East Midlands,2023-08-01,1,0,0,1,0,0,1,0,1,0,1
151,E54000006,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
533,E54000062,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
589,E54000005,North West,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
751,E54000091,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
349,E54000022,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
861,E54000057,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
602,E54000055,West Midlands,2023-08-01,1,1,0,1,0,0,1,0,1,0,1
887,E54000062,North West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
431,E54000075,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
994,E54000085,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
987,E54000045,North East,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
268,E54000040,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
812,E54000058,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
327,E54000052,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
383,E54000079,North East,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
16,E54000052,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
699,E54000063,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
505,E54000094,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
637,E54000014,North West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
627,E54000059,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
639,E54000011,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
242,E54000057,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
36,E54000019,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
690,E54000077,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
472,E54000040,East,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
2,E54000056,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
299,E54000060,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
155,E54000008,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
619,E54000090,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
463,E54000096,London,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
712,E54000007,South West,2023-08-01,1,0,1,1,0,0,1,0,1,0,1
730,E54000098,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
310,E54000027,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
596,E54000004,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
389,E54000084,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
872,E54000045,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
439,E54000012,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
959,E54000078,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
776,E54000075,North West,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
784,E54000023,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
235,E54000078,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
187,E54000082,South West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
964,E54000019,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
449,E54000036,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
776,E54000041,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
186,E54000010,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
260,E54000060,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
681,E54000022,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
403,E54000010,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
320,E54000003,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
194,E54000012,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
752,E54000074,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
579,E54000058,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
98,E54000078,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
4,E54000001,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
338,E54000095,North West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
349,E54000081,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
266,E54000059,North East,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
956,E54000085,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
588,E54000015,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
654,E54000002,East,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
600,E54000037,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
772,E54000022,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
683,E54000030,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
268,E54000084,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
121,E54000059,London,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
805,E54000033,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
918,E54000050,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
768,E54000047,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
150,E54000028,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
923,E54000065,East,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
515,E54000057,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
158,E54000037,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
710,E54000074,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
750,E54000096,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
593,E54000099,North West,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
846,E54000013,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
389,E54000011,North West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
187,E54000039,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
17,E54000096,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
820,E54000060,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
90,E54000044,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
485,E54000078,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
331,E54000033,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
197,E54000015,South West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
174,E54000010,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
749,E54000061,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
374,E54000034,North East,2023-08-01,1,0,0,1,1,1,1,0,1,1,1
850,E54000013,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
954,E54000010,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
847,E54000032,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
216,E54000020,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
165,E54000061,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
608,E54000068,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
111,E54000039,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
654,E54000056,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
256,E54000006,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
608,E54000050,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
571,E54000054,North West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
672,E54000037,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
700,E54000034,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
99,E54000098,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
216,E54000082,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
995,E54000098,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
325,E54000086,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
792,E54000024,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
184,E54000067,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
341,E54000074,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
108,E54000042,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
315,E54000045,Missing,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
706,E54000024,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
218,E54000065,North East,2023-08-01,1,0,0,1,0,0,1,0,1,0,1
16,E54000043,South West,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
350,E54000006,Missing,2023-08-01,1,0,0,1,0,0,1,0,1,0,1
951,E54000015,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
998,E54000067,North East,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
55,E54000070,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
996,E54000052,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
443,E54000040,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
142,E54000050,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
510,E54000052,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
655,E54000011,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
733,E54000029,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
639,E54000061,South West,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
891,E54000089,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
973,E54000067,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
964,E54000079,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
907,E54000071,East Midlands,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
861,E54000078,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
696,E54000081,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
398,E54000055,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
956,E54000029,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
337,E54000034,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
857,E54000001,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
705,E54000022,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
977,E54000073,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
981,E54000047,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
752,E54000037,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
698,E54000090,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
878,E54000023,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
810,E54000037,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
586,E54000085,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
773,E54000018,North West,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
295,E54000071,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
940,E54000016,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
804,E54000033,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
739,E54000044,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
340,E54000096,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
179,E54000043,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
438,E54000052,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
304,E54000056,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
117,E54000008,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
214,E54000016,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
276,E54000025,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
725,E54000036,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
604,E54000096,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
67,E54000038,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
835,E54000089,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
283,E54000066,North West,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
694,E54000034,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
585,E54000020,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
636,E54000021,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
94,E54000038,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
240,E54000084,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
409,E54000004,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
294,E54000018,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
801,E54000078,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
49,E54000007,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
178,E54000027,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
968,E54000068,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
817,E54000072,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
313,E54000041,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
903,E54000088,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
378,E54000041,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
162,E54000084,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
508,E54000073,West Midlands,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
268,E54000089,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
806,E54000001,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
868,E54000042,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
525,E54000017,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
627,E54000077,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
687,E54000078,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
761,E54000033,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
405,E54000018,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
91,E54000090,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
900,E54000049,North West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
310,E54000079,South West,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
971,E54000092,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
847,E54000033,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
537,E54000069,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
139,E54000000,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
710,E54000067,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
196,E54000067,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
362,E54000054,East,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
190,E54000003,North West,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
778,E54000027,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
278,E54000026,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
795,E54000066,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
599,E54000078,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
895,E54000036,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
343,E54000075,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
976,E54000019,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
348,E54000023,Missing,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
610,E54000000,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
475,E54000010,North West,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
774,E54000013,East Midlands,2023-08-01,1,0,0,1,0,0,1,0,1,0,1
359,E54000037,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
917,E54000062,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
385,E54000035,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
883,E54000084,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
528,E54000043,London,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
48,E54000066,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
415,E54000076,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
142,E54000010,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
58,E54000035,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
750,E54000044,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
421,E54000029,East,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
807,E54000065,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
244,E54000055,West Midlands,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
235,E54000025,North West,2023-08-01,1,0,1,1,0,1,1,0,1,0,1
612,E54000064,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
532,E54000071,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
252,E54000085,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
97,E54000088,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
940,E54000038,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
641,E54000028,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
225,E54000023,South East,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
51,E54000053,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
624,E54000009,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
498,E54000067,North West,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
874,E54000068,North West,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
814,E54000011,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
214,E54000075,North East,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
719,E54000079,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
575,E54000042,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
209,E54000062,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
654,E54000056,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
887,E54000092,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
1,E54000059,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
500,E54000061,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
654,E54000094,West Midlands,2023-08-01,1,0,0,1,0,0,1,0,1,0,1
443,E54000021,Missing,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
359,E54000073,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
610,E54000097,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
114,E54000086,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
473,E54000093,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
149,E54000006,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
595,E54000024,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
123,E54000023,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
471,E54000060,West Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
760,E54000030,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
134,E54000000,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
278,E54000067,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
175,E54000029,North East,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
129,E54000073,East,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
297,E54000097,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
18,E54000069,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
603,E54000052,East Midlands,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
630,E54000049,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
114,E54000071,East Midlands,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
785,E54000040,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
995,E54000089,Missing,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
229,E54000097,South East,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
283,E54000002,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
962,E54000094,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
713,E54000005,East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
191,E54000001,East,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
492,E54000044,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
944,E54000085,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
570,E54000094,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
918,E54000032,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
407,E54000061,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
696,E54000024,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
312,E54000039,London,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
292,E54000071,Yorkshire and The Humber,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
210,E54000010,South East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
702,E54000087,Missing,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
999,E54000005,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
422,E54000021,North West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
815,E54000059,South West,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
693,E54000068,East,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
351,E54000037,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
824,E54000060,South West,2023-08-01,1,0,0,1,1,1,1,0,1,0,1
504,E54000091,London,2023-08-01,1,0,0,0,1,1,1,1,1,1,1
129,E54000087,North East,2023-08-01,1,0,0,0,1,1,1,1,1,0,1
40,E54000063,North East,2023-08-01,1,0,0,1,0,1,1,0,1,0,1
